aname,bname
早搏,心内科
血管神经性水肿,疾病百科
血管神经性水肿,内科
血管神经性水肿,神经内科
匐行疹,疾病百科
匐行疹,皮肤性病科
匐行疹,皮肤科
病理性近视,疾病百科
病理性近视,五官科
病理性近视,眼科
腰椎间盘突出,疾病百科
腰椎间盘突出,外科
腰椎间盘突出,骨外科
体癣,疾病百科
体癣,皮肤性病科
体癣,皮肤科
聚合性痤疮,疾病百科
聚合性痤疮,皮肤性病科
聚合性痤疮,皮肤科
腹膜后纤维化,疾病百科
腹膜后纤维化,外科
腹膜后纤维化,普外科
脑水肿,疾病百科
脑水肿,外科
脑水肿,神经外科
乳糜泻,疾病百科
乳糜泻,内科
乳糜泻,消化内科
女性膀胱颈梗阻,疾病百科
女性膀胱颈梗阻,妇产科
女性膀胱颈梗阻,妇科
先天性X因子缺乏,疾病百科
先天性X因子缺乏,内科
先天性X因子缺乏,血液科
一氧化碳中毒,疾病百科
一氧化碳中毒,急诊科
糖尿病酮症酸中毒,疾病百科
糖尿病酮症酸中毒,内科
糖尿病酮症酸中毒,内分泌科
神经性头痛,疾病百科
神经性头痛,内科
神经性头痛,神经内科
血小板减少性紫癜,疾病百科
血小板减少性紫癜,内科
血小板减少性紫癜,血液科
新生儿低体温,疾病百科
新生儿低体温,儿科
新生儿低体温,儿科综合
肾阳虚,疾病百科
肾阳虚,内科
肾阳虚,肾内科
盆腔积液,疾病百科
盆腔积液,妇产科
盆腔积液,妇科
盆腔脓肿,疾病百科
盆腔脓肿,外科
盆腔脓肿,普外科
妊娠期急性脂肪肝,疾病百科
妊娠期急性脂肪肝,妇产科
妊娠期急性脂肪肝,产科
营养代谢缺乏,疾病百科
营养代谢缺乏,其他科室
营养代谢缺乏,其他综合
气阴两虚,疾病百科
气阴两虚,中医科
气阴两虚,中医综合
