aname,bname
电烧伤,休克
化学烧伤,脑水肿
热烧伤,肺不张
烧伤感染,菌血症
烧伤,肾功能衰竭
烧伤休克,呼吸衰竭
小儿烧伤,休克
咽喉烧伤及化学伤,休克
眼烧伤,结膜充血
疖,昏迷
急性动脉栓塞,代谢性酸中毒
四肢血管损伤,休克
血管网织细胞瘤,脑水肿
血管肉瘤,静脉曲张
血管活性肠肽瘤,肾结石
急性化脓性乳腺炎,败血症
乳腺囊性增生症,乳房肿块
鼻咽癌,偏头痛
鼻咽血管纤维瘤,耳鸣
恶性葡萄胎,休克
高泌乳素血症,头痛
高泌乳素血症,偏头痛
高泌乳素血症,性欲减退
骨外骨肉瘤,贫血
骨膜性软骨瘤,骨膜炎
汗管瘤,脱发
浆细胞瘤,巨舌
浆细胞瘤,贫血
浆细胞瘤,淀粉样变性
脊索瘤,尿失禁
脊索瘤,大便失禁
甲状腺癌,呼吸衰竭
颈部囊状淋巴管瘤,吞咽困难
颈部囊状淋巴管瘤,肌肉萎缩
眶假瘤,脑膜炎
卵巢癌,腹膜炎
颅咽管瘤,意识障碍
颅咽管瘤,休克
颅咽管瘤,上消化道出血
颅咽管瘤,脑积水
颅咽管瘤,脑膜炎
淋巴水肿,肺栓塞
鳞状细胞癌,骨膜炎
弥漫性恶性间皮瘤,腹水
弥漫型间皮瘤,胸腔积液
弥漫性血管内凝血,昏迷
弥漫性血管内凝血,血尿
弥漫性血管内凝血,腹痛
弥漫性血管内凝血,呼吸衰竭
弥漫性血管内凝血,休克
弥漫性血管内凝血,颅内出血
弥漫性血管内凝血,贫血
粘液表皮样癌,面肌抽搐
软腭癌,吞咽困难
乳头状囊腺瘤,吞咽困难
上皮样肉瘤,气胸
筛窦恶性肿瘤,脑脓肿
涎腺癌,涎瘘
咽部脊索瘤,耳聋
尤文氏肉瘤,胸腔积液
阴道恶性肿瘤,便秘
咽畸胎瘤,吞咽困难
枕叶肿瘤,视神经萎缩
阿米巴性阴道炎,腹痛
处女膜闭锁,尿潴留
宫外孕,休克
更年期综合征,外阴瘙痒
卵巢囊肿,溶血性贫血
卵巢破裂,休克
盆腔炎,月经不调
盆腔炎,盆腔积液
葡萄胎,心力衰竭
盆腔淤血综合征,血尿
前置胎盘,贫血
前庭大腺炎,脓肿
妊娠合并糖尿病,昏迷
妊娠期心脏病,肺栓塞
妊娠期心脏病,心力衰竭
妊高征,子痫
输卵管妊娠,休克
胎盘早剥,产后出血
外阴白色病变,外阴瘙痒
先天性无阴道,闭经
月经不调,痛经
子宫内膜异位症,痛经
持续性枕后位、枕横位,产后出血
持续性枕后位、枕横位,胎儿窘迫
弓形虫病,脑膜炎
妊娠合并甲亢,胎盘早剥
妊娠合并甲亢,妊高征
妊娠合并甲亢,流产
妊娠合并甲亢,贫血
妊娠合并甲亢,胎儿窘迫
臀先露,脑积水
臀先露,胎膜早破
羊水栓塞,肺栓塞
羊水栓塞,猝死
子宫收缩过强,颅内出血
子宫破裂,胎儿窘迫
早产儿,败血症
早产儿,代谢性酸中毒
早产儿,硬肿症
出血性休克和脑病综合征,代谢性酸中毒
鹅口疮,脱水
儿童期情绪障碍,腹痛
结节性硬化,心力衰竭
巨细胞病毒感染症,耳聋
流行性腮腺炎,多发性神经炎
流行性腮腺炎,耳聋
乳汁吸入性肺炎,肺纤维化
乳汁吸入性肺炎,呼吸衰竭
乳汁吸入性肺炎,心力衰竭
水杨酸类中毒,呼吸衰竭
维生素A中毒症,呼吸衰竭
维生素B1缺乏病,败血症
维生素B1缺乏病,丹毒
先天性全丙种球蛋白低下血症,休克
新生儿脓疱病,败血症
婴儿玫瑰疹,腹泻
异位急性阑尾炎,败血症
婴幼儿上颌骨骨髓炎,脑脓肿
幼年型类风湿病,肌肉萎缩
婴儿肠痉挛,休克
婴儿肠痉挛,脱水
牙体缺损,营养不良
牙体缺损,牙列拥挤
牙体缺损,牙列稀疏
婴儿猝死综合征,猝死
伴有虹膜睫状体炎的继发性青光眼,视网膜脱离
玻璃体猪囊虫病,视网膜脱离
瘢痕性类天疱疮,角膜溃疡
玻璃体出血,视网膜脱离
暴露性角膜炎,角膜溃疡
春季性结膜炎,结膜充血
酚类中毒,低血压
共同性斜视,眩晕
红外线伤,色素斑
化脓性葡萄膜炎,败血症
虹膜睫状体炎,视网膜脱离
后天性视网膜劈裂,视网膜脱离
急性泪囊炎,脓肿
近视眼,视网膜脱离
间歇性外斜视,斜视
急性眼眶蜂窝织炎,脓肿
急性眼眶蜂窝织炎,脑膜炎
急性眼眶蜂窝织炎,角膜溃疡
急性眼眶蜂窝织炎,视网膜脱离
急性出血性结膜炎,头痛
交感性眼炎,视网膜脱离
急性卡他性结膜炎,角膜溃疡
睑外翻,角膜炎
急性虹膜睫状体炎,视网膜脱离
眶上神经痛,细菌感染
泪腺分泌功能减退,角膜炎
淋菌性结膜炎,角膜溃疡
绿脓杆菌性角膜溃疡,角膜溃疡
麻痹性斜视,眩晕
脉络膜炎,视网膜脱离
泡性角结膜炎,结膜充血
泡性眼炎,角膜炎
屈光不正,视网膜脱离
球后视神经炎,视神经萎缩
缺血性视盘病变,视神经萎缩
视网膜动脉阻塞,视神经萎缩
视网膜静脉周围炎,视网膜脱离
丝状角膜病变,结膜充血
视网膜色素上皮炎,视网膜脱离
视网膜色素变性,近视
上睑下垂,睑内翻
特发性葡萄膜大脑炎,色素斑
旋转隐斜,头痛
细菌性角膜溃疡,角膜炎
眼眶骨膜炎,脑水肿
眼球突出,结膜充血
眼球穿通伤,头痛
眼内异物,视网膜脱离
眼睑皮肤弛缓症,眼睑闭合不全
紫外线伤,结膜充血
周边葡萄膜炎,视神经萎缩
阿斯匹林不耐受三联症,休克
鼻硬结病,嗅觉障碍
鼻中隔血肿,脓肿
鼻中隔穿孔,头痛
鼻中隔溃疡,鼻中隔穿孔
鼻石,头痛
鼻恶性肉芽肿,鼻中隔穿孔
耳后骨膜下脓肿,骨膜炎
干酪性鼻炎,头痛
颌骨骨髓炎,贫血
间断脉冲噪音损伤,耳鸣
急性舌扁桃体炎,脓肿
急性化脓性鼻窦炎,球后视神经炎
口咽部粘连,吞咽困难
迷路炎,耳聋
美尼尔氏综合症,共济失调
迷路震荡,失眠
迷路窗破裂,眩晕
慢性蝶窦炎,脑脊液鼻漏
慢性化脓性中耳炎,脑膜炎
慢性单纯性鼻炎,脑膜炎
面神经瘤,眩晕
潜水性内耳损伤,耳鸣
腮腺隙感染,耳聋
突发性聋,眩晕
外耳道异物,细菌感染
萎缩性咽炎,吞咽困难
萎缩性鼻炎,咳嗽
外耳湿疹,睡眠障碍
悬雍垂过长症,咳嗽
先天性喉蹼,呼吸衰竭
咽部异感症,咽喉炎
硬脑膜外和硬脑膜下脓肿,脑脓肿
咽肌痉挛,耳鸣
咽后壁憩室,吞咽困难
咽鼓管阻塞,耳聋
咽鼓管异常开放症,失眠
咽侧壁憩室,吞咽困难
咽部硬结病,耳鸣
咽部异物,败血症
咽部狼疮,吞咽困难
咽部创伤,吞咽困难
咽旁脓肿,败血症
咽白喉,腹痛
噪声性耳聋,耳鸣
中毒性眩晕,耳鸣
唇裂,唇腭裂
多形红斑,败血症
氟牙症,腹泻
颌周蜂窝织炎,颌骨囊肿
急性化脓性腮腺炎,脓肿
结核性溃疡,头痛
口底多间隙感染,败血症
口腔念珠菌病,脑膜炎
口腔颌面部皮样、表皮样囊肿,吞咽困难
膜性口炎,口臭
毛舌,口臭
慢性筛窦炎,鼻出血
慢性筛窦炎,颅内出血
慢性筛窦炎,脑脓肿
慢性筛窦炎,脑膜炎
慢性筛窦炎,眼球突出
颞下颌关节紊乱综合征,耳鸣
颞下间隙感染,头痛
颞间隙感染,脑脓肿
颞骨岩部炎,乳突炎
前牙深覆盖,消化不良
舌下间隙感染,脓肿
舌病,舌炎
天疱疮,吞咽困难
下颌后缩,下颌后缩
牙列稀疏,精神障碍
翼下颌间隙感染,吞咽困难
肝硬化男性性功能减弱综合征,腹水
淋病合并症前列腺炎,血尿
良性前列腺增生,肾功能衰竭
慢性细菌性前列腺炎,前列腺结石
男性更年期综合症,失眠
埃里希体病,昏迷
艾滋病,腹泻
艾滋病,低血压
艾滋病,痴呆
艾滋病,肾上腺危象
艾滋病,贫血
布鲁菌病,瘫痪
色汗症,多汗症
传染性脓疱病,败血症
传染性红斑,流产
肺地丝菌病,败血症
传染性软疣,湿疹
肺青霉病,脓肿
肺炎克雷白杆菌肺炎,心包炎
单纯性疱疹,意识障碍
肺疟疾病,呼吸衰竭
肺损伤,气胸
呼吸性细支气管炎间质肺病,呼吸衰竭
带状疱疹,昏迷
带状疱疹,脑膜炎
呼吸系统疾病伴发的精神障碍,上消化道出血
军团菌肺炎,休克
登革热,肝肾综合征
结核性葡萄膜炎,脓肿
单纯疱疹病毒感染症,意识障碍
金黄色葡萄球菌脑膜炎,脑脓肿
丹毒丝菌病,菌血症
免疫抑制药和抗癌药中毒性肾病,脱发
特发性黄斑裂孔,视网膜脱离
新生儿肺气漏,休克
特发性急性小管间质性肾炎,贫血
新生儿肝脾肿大,脑膜炎
特发性尿钙增多症,骨质疏松
放线菌病,胸腔积液
小儿哮喘性肌萎缩综合征,肌肉萎缩
风疹,便血
风疹,肾病综合征
特发性室性心动过速,晕厥
肺吸虫病,胸腔积液
静脉曲张,丹毒
白大衣高血压,心绞痛
强直型脑瘫,瘫痪
窦性心律失常,晕厥
铜绿假单胞菌感染,休克
软组织损伤,骨质疏松
铜绿色假单胞菌肺炎,呼吸衰竭
铜绿色假单胞菌肺炎,胸腔积液
铜绿色假单胞菌肺炎,菌血症
肾功能衰竭,心力衰竭
肾功能衰竭,心包炎
肾功能衰竭,贫血
铜绿色假单胞菌脑膜炎,昏迷
回归热,脑膜炎
混合性厌氧菌感染,休克
心脏瓣膜病,心力衰竭
风湿性心脏病,心力衰竭
头皮脓疱糜烂性皮病,菌血症
黑热病,血尿
黑热病,淀粉样变性
脊髓炎,便秘
甲亢合并妊娠,胎盘早剥
甲亢合并妊娠,妊高征
甲亢合并妊娠,流产
甲亢合并妊娠,贫血
甲亢合并妊娠,胎儿窘迫
头皮损伤,休克
三尖瓣闭锁不全,心律失常
三尖瓣闭锁不全,肺栓塞
心包间皮瘤,心力衰竭
心包转移瘤,心律失常
吞噬功能缺陷病,脾大
胸锁关节脱位,吞咽困难
臀上皮神经干痛,坐骨神经痛
精神障碍,痴呆
心尖肥厚型心肌病,猝死
脱水,昏迷
食管炎,缺铁性贫血
脱屑性间质肺炎,气胸
残胃淋巴瘤,便血
蛋白质-能量营养不良,细菌感染
胆源性急性胰腺炎,休克
咽炎,咽喉炎
非甲状腺性的病态综合征,静脉曲张
狂犬病,心律失常
狂犬病,低血压
狂犬病,呼吸性碱中毒
狂犬病,体温过低
肝结核,腹痛
肝结核,休克
肝结核,腹水
肝结核,腹部肿块
肝结核,腹膜炎
肝结核,脾功能亢进
外伤性乳房血肿,脓肿
外伤性乳房脂肪坏死,乳头内陷
淋病,腹痛
淋病,盆腔脓肿
肝血管平滑肌脂肪瘤,腹痛
黄杆菌肺炎,胸腔积液
弱精,输精管堵塞
利斯特菌病,共济失调
利斯特菌病,瘫痪
类鼻疽,败血症
类鼻疽,心包积液
输卵管阻塞,月经不调
流行性脑脊髓膜炎,脓胸
流行性脑脊髓膜炎,心包炎
流行性脑脊髓膜炎,脑积水
流行性脑脊髓膜炎,血管炎
急性细支气管炎,呼吸衰竭
流行性乙型脑炎,脑疝
外阴恶性纤维组织细胞瘤,外阴瘙痒
肌张力不全型脑瘫,共济失调
肌张力不全型脑瘫,偏瘫
肌张力不全型脑瘫,斜视
外阴汗腺腺癌,外阴瘙痒
外阴黑色棘皮症,色素斑
外阴黑色素瘤,外阴溃疡
子宫恶性肿瘤,腹水
铅中毒引起的溶血性贫血,贫血
子宫内膜炎,败血症
外阴疖病,败血症
细菌性心包炎,缩窄性心包炎
原发性肝脂肪肉瘤,呃逆
外阴接触性皮炎,过敏性皮炎
慢性腹泻,腹膜炎
急性肾小球肾炎,昏迷
急性肾小球肾炎,咳嗽
急性肾小球肾炎,血尿
急性肾小球肾炎,心力衰竭
急性肾小球肾炎,代谢性酸中毒
急性肾小球肾炎,肝大
流行性出血性结膜炎,呼吸衰竭
急性肾功能不全,心力衰竭
急性肾功能不全,心包炎
急性肾功能不全,代谢性酸中毒
急性肾功能不全,便血
急性肾功能不全,腹胀
急性肾功能不全,低钠血症
链球菌坏死,败血症
肾功能不全,昏迷
肾功能不全,头痛
肾功能不全,心力衰竭
肾功能不全,心包炎
肾功能不全,代谢性酸中毒
肾功能不全,腹胀
慢性化脓性鼻窦炎,球后视神经炎
脑血吸虫病,偏瘫
脉管炎,肌肉萎缩
慢性肾小球肾炎,心包炎
慢性肾小球肾炎,营养不良
慢性肾小球肾炎,贫血
囊虫病,视神经萎缩
囊虫病,痴呆
囊虫病,偏瘫
囊虫病,视网膜脱离
膜增生性肾小球肾炎,肾功能衰竭
膜增生性肾小球肾炎,营养不良
慢性嗜酸性粒细胞性肺炎,呼吸衰竭
疟疾,血尿
诺卡放线菌病,脓肿
尿布皮炎,细菌感染
皮肤念珠菌病,脑膜炎
膀胱移行细胞癌,肾功能衰竭
急性细菌性前列腺炎,尿潴留
外阴平滑肌肉瘤,细菌感染
肾钙乳,尿道结石
药物性哮喘,肺不张
Q热,胸腔积液
Q热,心包炎
肾性氨基酸尿,共济失调
肾性氨基酸尿,低钙血症
外阴烧伤、烫伤和化学损伤,败血症
外阴烧伤、烫伤和化学损伤,大便失禁
外阴烧伤、烫伤和化学损伤,直肠脱垂
微小病毒感染,心力衰竭
小儿原发性纤毛运动障碍,脑积水
外阴神经性皮炎,细菌感染
疱疹,昏迷
疱疹,眼球震颤
疱疹,尿潴留
小儿慢性肾小球肾炎,心力衰竭
小儿慢性肾小球肾炎,肾功能衰竭
小儿慢性肾小球肾炎,营养不良
小儿慢性肾小球肾炎,贫血
原发性心脏横纹肌肉瘤,心律失常
生殖器疱疹,脑膜炎
肝豆状核变性伴发的精神障碍,吞咽困难
肝豆状核变性伴发的精神障碍,上消化道出血
肝豆状核变性伴发的精神障碍,肝肾综合征
伤寒,贫血
脑垂体功能异常伴发的精神障碍,脱水
外阴象皮肿,头痛
丝虫病,乳糜尿
外阴硬化性苔藓,外阴瘙痒
闭经溢乳综合征,骨质疏松
外阴尤因肉瘤,脂肪瘤
成人斯蒂尔病,消化性溃疡
成人斯蒂尔病,肺不张
鼠疫,败血症
天花,流产
天花,角膜溃疡
甲状腺激素抵抗综合征,神经性耳聋
阑尾炎,消化不良
外阴脂肪瘤,脂肪瘤
酒精伴发的精神障碍,酒精性肝硬化
炭疽病,呼吸衰竭
肾虚,腹泻
肾虚,失眠
肾虚,前列腺增生
巨人症与肢端肥大症,心力衰竭
巨人症与肢端肥大症,心肌梗死
巨人症与肢端肥大症,骨质疏松
巨人症与肢端肥大症,腕管综合征
外阴中肾管囊肿,尿潴留
兔热病,心包炎
兔热病,腹膜炎
兔热病,脑膜炎
胃穿孔,腹痛
弯曲菌感染,菌血症
弯曲菌感染,腹膜炎
继发性铁粒幼细胞性贫血,心力衰竭
弯曲菌性肠炎,腹泻
网状青斑,网状青斑
先天性巨细胞包涵体病,视神经萎缩
先天性巨细胞包涵体病,瘫痪
微小病变型肾病,腹膜炎
微小病变型肾病,肾功能衰竭
微小病变型肾病,低钾血症
微小病变型肾病,营养不良
微小病变型肾病,肾性糖尿
夸赛纳森林病,大咯血
淋巴瘤细胞白血病,心包积液
微小核糖核酸病毒性角膜炎,肌肉萎缩
慢性黏膜皮肤念珠菌病,缺铁性贫血
微血管病性溶血性贫血,贫血
脾大,溶血性贫血
慢性乳腺炎,脓肿
韦格纳肉芽肿,鼻中隔穿孔
韦格纳肉芽肿,血管炎
韦尼克脑病,低血压
韦尼克脑病,心力衰竭
围绝经期功能失调性子宫出血,休克
猩红热,心包炎
旋毛虫病,心包积液
围绝经期综合征,头痛
围绝经期综合征,眩晕
围绝经期综合征,失眠
围绝经期综合征,心绞痛
围绝经期综合征,骨质疏松
围绝经期综合征,尿失禁
围绝经期综合征,性交疼痛
围绝经期综合征,外阴瘙痒
急性胆管炎,休克
第Ⅰ型脊髓血管畸形,瘫痪
瘢痕性睑内翻,角膜溃疡
多发性骨髓瘤病肾病,败血症
氨气中毒,呼吸衰竭
维生素B2缺乏病,贫血
急性海绵窦栓塞性静脉炎,脓肿
急性海绵窦栓塞性静脉炎,脑膜炎
贫血伴发的精神障碍,精神障碍
肾绞痛,贫血
厌氧菌感染,休克
尾痛症,腰椎间盘突出
隐球菌病,败血症
芽生菌病,急性呼吸窘迫综合征
特发性震颤,偏头痛
特发性震颤,痉挛性斜颈
特发性震颤,书写痉挛
委内瑞拉马脑炎,呼吸衰竭
血小板无力症,溶血性贫血
未分化结缔组织病,胸腔积液
未分化结缔组织病,心包积液
未分化结缔组织病,营养不良
未分化结缔组织病,肾动脉狭窄
未分化结缔组织病,血管炎
血友病甲,昏迷
胃肠道癌转移卵巢,输卵管粘连
一期梅毒,心肌梗死
叶酸缺乏症,营养不良
医院内感染,败血症
营养障碍性多发性神经病,低血压
鼻外伤,脑脊液鼻漏
真性小眼球,眼球震颤
胃畸胎瘤,贫血
胃急性扩张,低钠血症
脑水肿,头痛
闭合性颅脑损伤,昏迷
联合免疫缺陷病,共济失调
联合免疫缺陷病,溶血性贫血
联合免疫缺陷病,湿疹
排卵障碍,闭经
胃类癌瘤,腹泻
偏瘫,肌肉萎缩
梅克尔憩室,肠套叠
梅克尔憩室,腹膜炎
梅克尔憩室,消化性溃疡
慢性盆腔疼痛,静脉曲张
中间型链球菌感染,腹膜炎
中间型链球菌感染,脑脓肿
中间型链球菌感染,盆腔脓肿
胃黏膜脱垂,上消化道出血
肾阳虚,贫血
查加斯病,心律失常
查加斯病,肺栓塞
着色真菌病,脓肿
胃石症,腹痛
脑外伤,脑疝
胃食管反流病,呃逆
高血压性心肌病,心律失常
胃脂肪瘤,贫血
高血压脑出血,休克
脑血管畸形,心力衰竭
脑膜炎奈瑟菌肺炎,败血症
自由生活阿米巴感染,角膜炎
沃纳综合征,肝大
肾肿瘤,腹痛
法布里病,心肌梗死
无功能垂体腺瘤,闭经
剥脱性皮炎型药疹,败血症
急性根尖牙周炎,口臭
非细菌性血栓性心内膜炎,心肌梗死
无痛性心肌梗死,心律失常
无痛性心肌梗死,休克
慢性根尖牙周炎,口臭
无症状型心肌缺血,猝死
女性尿瘘,膀胱结石
食道溃疡,贫血
蜈蚣蜇伤,头痛
脑干梗塞,吞咽困难
脑干梗塞,肺栓塞
脑干梗塞,营养不良
急性冠脉综合征,心律失常
急性冠脉综合征,低血压
急性冠脉综合征,休克
急性冠脉综合征,心力衰竭
急性冠脉综合征,心包炎
急性冠脉综合征,心肌梗死
垂体腺瘤,鼻中隔穿孔
小儿扁脸关节脱位足异常综合征,脊柱裂
藏毛囊肿,鳞状细胞癌
肾上腺意外瘤,骨质疏松
西方马型脑炎,昏迷
脑动脉硬化伴发的精神障碍,偏瘫
脑动脉硬化伴发的精神障碍,延髓性麻痹
结核性盆腔炎,痛经
丹毒,败血症
甲状腺功能减低所致贫血,心包积液
内分泌性高血压,蛋白尿
内分泌性高血压,心绞痛
系统性红斑狼疮伴发的葡萄膜炎,血管炎
宫颈妊娠,休克
系统性血管炎所致神经损害,精神障碍
慢性外耳道炎,耳聋
酒精性脂肪肝,腹膜炎
酒精性脂肪肝,上消化道出血
酒精性脂肪肝,肝肾综合征
开放性颅脑损伤,脑脓肿
卵巢支持-间质细胞瘤,性早熟
慢性中耳炎,耳聋
慢性髓细胞白血病,贫血
妊娠高血压疾病,胎盘早剥
妊娠高血压疾病,肾功能衰竭
妊娠高血压疾病,脑疝
妊娠高血压疾病,胎儿窘迫
老年性睑外翻,睑外翻
不孕不育,阴道横隔
不孕不育,先天性无阴道
不孕不育,输精管堵塞
妊娠合并甲状旁腺功能减退,贫血
输卵管妊娠流产,休克
慢性细菌性痢疾,败血症
慢性细菌性痢疾,流产
慢性细菌性痢疾,营养不良
慢性细菌性痢疾,贫血
肝硬化性肾损害,腹膜炎
肝硬化性肾损害,上消化道出血
肝硬化性肾损害,肝肾综合征
肝硬化性肾损害,肾结石
乳突炎,耳鸣
先天性肠闭锁,休克
先天性肠闭锁,脱水
先天性肠闭锁,腹膜炎
先天性肠闭锁,尿道下裂
病毒性脑膜炎,脑疝
传染性单核细胞增多症,胸腔积液
出血性脑中风,脑疝
先天性肺动静脉瘘,脑脓肿
青春期厌食症,营养不良
核黄素缺乏病,湿疹
先天性腹壁肌肉发育不良,肾功能衰竭
脑真菌性肉芽肿,脑积水
伤寒性心肌炎,心律失常
伤口肉毒症,呼吸衰竭
肛肠息肉,便血
马尔堡病毒病,休克
慢性牙周炎,口臭
陶瓷样胆囊,胆结石
先天性厚甲症,黏膜白斑
血吸虫病与肝胆疾病,腹膜炎
血吸虫病与肝胆疾病,上消化道出血
面红和面红恐惧症,腹泻
胆管炎,胆囊结石
高位截瘫,尿失禁
脓毒症,休克
脓毒症,代谢性酸中毒
先天性巨输尿管,尿道结石
先天性髋关节外展挛缩和骨盆倾斜,髋关节脱位
先天性梅毒,视神经萎缩
先天性梅毒,瘫痪
先天性梅毒,脑膜炎
高血压眼病,头痛
高血压眼病,近视
甲状腺功能亢进性肝病,腹泻
系统性红斑狼疮性巩膜炎,角膜炎
系统性红斑狼疮性巩膜炎,血管炎
细粒棘球蚴病,大咯血
先天性胃出口梗阻,贫血
结肠阿米巴,腹泻
结肠阿米巴,腹痛
结肠阿米巴,脓肿
结肠阿米巴,肠套叠
结肠阿米巴,腹膜炎
睾丸畸形,精索静脉曲张
电解质紊乱,昏迷
烧伤败血症,休克
毛发上皮瘤,细菌感染
根尖脓肿,败血症
先天性心包缺如或缺损,晕厥
先天性心包缺如或缺损,动脉导管未闭
麻疹样红斑型药疹,药疹
先天性性联无γ-球蛋白血症,脑膜炎
毛囊炎,败血症
麻疹,脓胸
麻疹,心包炎
麻疹,脱水
先天性眼球震颤,斜视
空调病,耳鸣
败血症肾损害,肾脓肿
脓肿,败血症
先天性支气管肺囊肿,气胸
斑状白化病,耳聋
脓疱型银屑病,湿疹
先天性支气管囊肿,气胸
显微型多血管炎,贫血
板层状鱼鳞病,截瘫
线粒体脑肌病,耳聋
葡萄球菌性烫伤样皮肤综合征,脓肿
女性假两性畸形,闭经
向颈段脊髓供血的根动脉缺血症候群,瘫痪
向胸腰段脊髓供血的大根动脉缺血症候群,瘫痪
牙周脓肿,菌血症
儿童股骨头坏死,瘫痪
小肠结肠炎耶尔森菌肠炎,溶血性贫血
卵巢囊肿蒂扭转,月经不调
小肠结肠炎耶尔森菌肺炎,败血症
鼻疽假单胞菌肺炎,败血症
睑内翻,角膜溃疡
鼻旁窦支气管综合征,咯血
闭孔疝,腹膜炎
小肠平滑肌瘤,腹膜炎
小肠平滑肌肉瘤,贫血
全身化脓性感染,休克
全身化脓性感染,脓胸
全身化脓性感染,脑膜炎
小肠腺瘤,肠套叠
褥疮,败血症
骨癌,肾功能衰竭
小肠血管瘤,肠套叠
变形杆菌肺炎,菌血症
马蹄形肾,尿道下裂
眼底出血,视神经萎缩
变异型心绞痛,猝死
放射性口炎,口炎
输卵管性不孕,月经不调
小儿X-连锁高免疫球蛋白M血症,口炎
小儿X-连锁高免疫球蛋白M血症,口腔溃疡
小儿X-连锁高免疫球蛋白M血症,溶血性贫血
小儿X-连锁严重联合免疫缺陷病,贫血
骨结核,肌肉萎缩
小儿β地中海贫血,肝纤维化
小儿阿托品类中毒,呼吸衰竭
病毒性出血热,脑膜炎
输卵管妊娠破裂,休克
小儿埃可及柯萨奇病毒感染,缩窄性心包炎
骨筋膜室综合症,休克
荨麻疹性血管炎,休克
小儿巴德-吉亚利综合征,脾功能亢进
小儿巴特综合征,肾功能衰竭
播散性嗜酸粒细胞增多性胶原病,脾大
急性中耳炎,脑膜炎
播散性血管内凝血,急性呼吸窘迫综合征
小儿白塞病,角膜溃疡
冠状动脉供血不足,心绞痛
不安腿综合征,失眠
表皮样囊肿,脑膜炎
不动杆菌肺炎,脑膜炎
小儿白血病,败血症
心肌缺血,心律失常
不稳定型心绞痛,猝死
红皮性银屑病,头痛
布氏杆菌性关节炎,菌血症
小儿变形性肌张力障碍,书写痉挛
布氏菌病,脑膜炎
心包炎,心肌梗死
喉痉挛,新生儿喉喘鸣
布氏菌肺炎,败血症
布氏菌肺炎,脑膜炎
步态异常,多发性神经炎
药物性耳聋,耳鸣
小儿丙酸血症,痴呆
药物中毒,呼吸衰竭
Castleman病,紫癜
小儿病毒相关吞噬血细胞综合征,肾功能衰竭
小儿病毒性心肌炎,心律失常
小儿病毒性心肌炎,心力衰竭
小儿病毒性心肌炎,心动过缓
小儿病态窦房结综合征,猝死
小儿播散性血管内凝血,低血压
喉水肿,休克
残胃平滑肌肉瘤,腹痛
小细胞肺癌,心律失常
苍白球黑质红核色素变性,共济失调
小儿不对称身材-矮小-性发育异常综合征,低血糖症
腹股沟肉芽肿,鳞状细胞癌
遗传性肾炎,球后视神经炎
产后泌尿道感染,低血压
产后泌尿道感染,贫血
小儿肠套叠,腹膜炎
小儿肠吸收不良综合征,贫血
小儿肠旋转不良,营养不良
产科播散性血管内凝血,血尿
梅毒,猝死
梅毒,心肌梗死
小儿潮红综合征,休克
小儿成骨不全,耳聋
长膜壳绦虫病,贫血
化脓性鼻窦炎,脑脓肿
肠出血性大肠埃希杆菌感染,紫癜
小儿出血性休克和脑病综合征,便血
肠道病毒71型感染,延髓性麻痹
小儿传染性单核细胞增多症,溶血性贫血
小儿传染性单核细胞增多症,血小板减少性紫癜
肠道革兰阴性杆菌脑膜炎,脑膜炎
肠毒性大肠埃希杆菌感染,脱水
肠球菌肺炎,败血症
小儿大动脉炎,心绞痛
小儿大动脉炎,心肌梗死
肠伤寒穿孔,休克
小儿大动脉转位,心力衰竭
小儿大脑半球胶质瘤,视神经萎缩
精神活性物质所致精神障碍,谵妄
肠系膜裂孔疝,腹部肿块
坏死性外耳道炎,脑脓肿
急性应激反应,精神障碍
肠系膜肿瘤,腹水
习惯性便秘,便秘
紫癜,贫血
小脑萎缩,痴呆
成人腹股沟斜疝,腹胀
小儿单纯肺动脉口狭窄,脑脓肿
细菌性脑膜炎,心律失常
习惯性流产,腹痛
小儿单纯性血尿,尿失禁
肝硬化腹水,肝肾综合征
成人型女性乳房肥大症,湿疹
成人痒疹,疱疹
会厌囊肿,休克
小儿胆道蛔虫症,休克
迟发性外伤性脑内血肿,营养不良
恐缩症,头痛
迟发性运动障碍,吞咽困难
小儿蛋白质-能量营养不良,低血糖症
宫腔粘连,闭经
窥阴癖,精神障碍
小儿低钠血症,呼吸衰竭
持续性交接区折返性心动过速,猝死
小儿低血糖,昏迷
持续性输卵管妊娠,贫血
小儿骶尾部畸胎瘤,便秘
老年期抑郁障碍,心力衰竭
小儿癫痫发作诱发失语综合征,意识障碍
气功所致精神障碍,腹胀
小儿碘缺乏病,瘫痪
充血性心力衰竭,猝死
小儿淀粉样变性病,心律失常
小儿淀粉样变性病,胸腔积液
小儿淀粉样变性病,肺不张
甲状腺血管瘤,甲状腺结节
小儿动力性肠梗阻,代谢性酸中毒
大隐静脉曲张,湿疹
复发性阿弗他溃疡,头痛
出血败血性巴斯德菌感染,败血症
腰椎骨折,便秘
出血性膀胱炎,休克
小儿窦性心动过速,心力衰竭
神经性厌食症,失眠
小儿多发性肾小管功能障碍综合征,蛋白尿
小儿多发性肾小管功能障碍综合征,低钾血症
小儿多发性肾小管功能障碍综合征,低钠血症
小儿多发性肾小管功能障碍综合征,贫血
创伤性休克,昏迷
创伤性血胸,脓胸
内分泌失调,痛经
内分泌失调,月经不调
小儿多源性房性心动过速,心力衰竭
