aname,bname
瘫痪,面肌强直
瘫痪,截瘫
瘫痪,面纹消失
瘫痪,营养障碍
瘫痪,脑干病变
瘫痪,四肢呈对称性下...
颅内出血,呼吸困难
颅内出血,昏迷
颅内出血,闫铁
颅内出血,血压下降
颅内出血,心率过缓
颅内出血,呼吸急促
颅内出血,涂锐
颅内出血,呼吸异常
颅内出血,心音及脉搏消失
颅内出血,尺动脉或桡动脉...
直肠重复畸形,呕吐
直肠重复畸形,腹痛
直肠重复畸形,停止排气
血脂异常,动脉粥样硬化
血脂异常,血浆胆固醇水平高
甲状旁腺功能亢进,驻站医
甲状旁腺功能亢进,恶心与呕吐
甲状旁腺功能亢进,便秘
甲状旁腺功能亢进,骨痛
甲状旁腺功能亢进,内分泌功能亢进
低钾血症,乏力
低钾血症,抽搐
低钾血症,恶心
低钾血症,下肢或周身软瘫
低钾血症,表情淡漠
低钾血症,便秘
低钾血症,排钾过多
低钾血症,肠蠕动减慢
低钾血症,代谢性低钾
低钠血症,乏力
低钠血症,抽搐
低钠血症,恶心
低钠血症,昏迷
低钠血症,多饮
低钠血症,低钠血症
遗尿,尿频
遗尿,尿急
小儿遗尿,驻站医
小儿遗尿,抑郁
小儿遗尿,夜惊
小儿遗尿,儿童抽动症
肾病综合征,蛋白尿
肾病综合征,低蛋白血症
肾病综合征,肾小球内“三高”
肾病综合征,肾外梗阻
肾病综合征,肾小球基底膜蛾噬现象
肾病综合征,肾后性肾衰
肾病综合征,指甲呈半圆形
肾病综合征,尿液有油
肾结石,尿意窘迫
肾结石,钝痛
肾结石,腹肌紧张
肾结石,肾区叩击痛
肾结石,结石
肾结石,尿等待
肾结石,男性小腹痛
肾结石,尿闭
肾结石,肾结晶
口腔溃疡,丘疹
口腔溃疡,疱疹
口腔溃疡,粘膜充血
口腔溃疡,剧烈疼痛
口腔溃疡,持续性疼痛
口腔溃疡,脓疱
口腔溃疡,口炎
口腔溃疡,进食过硬的食物...
口腔溃疡,口咸
口腔溃疡,舌头溃疡
前列腺增生,乏力
前列腺增生,血尿
前列腺增生,尿频
前列腺增生,尿痛
前列腺增生,尿急
前列腺增生,排尿困难及尿潴留
前列腺增生,膀胱排空不全
前列腺增生,前列腺痛
前列腺增生,输尿管间脊肥大
前列腺增生,前列腺增生
尿失禁,驻站医
尿失禁,尿频
尿失禁,尿急
尿失禁,逼尿肌无反射
尿失禁,大小便潴留
尿失禁,肾异位伴随输尿管异位
尿失禁,前列腺增生
尿失禁,尿失禁
尿潴留,血尿
尿潴留,下腹胀痛
尿潴留,排尿困难及尿潴留
慢性肾功能不全,蛋白尿
慢性肾功能不全,血尿
慢性肾功能不全,少尿
慢性肾功能不全,食欲不振
慢性肾功能不全,代谢性酸中毒
慢性肾功能不全,多尿
慢性肾功能不全,脱水
慢性肾功能不全,氮质血症
慢性肾功能不全,肾性骨质软化
慢性肾功能不全,栗东
慢性肾功能不全,体内水钠潴留
膀胱结核,血尿
膀胱结核,无尿
膀胱结核,尿频
膀胱结核,尿痛
膀胱结核,脓尿
膀胱结核,尿失禁
膀胱结核,膀胱容量的减少
膀胱结核,栗东
继发性高血压,胸闷
继发性高血压,头晕
继发性高血压,气短
继发性高血压,驻站医
继发性高血压,心悸
继发性高血压,血压高
肾脓肿,发烧
肾脓肿,血尿
肾脓肿,腰痛伴肾区叩击痛
肾脓肿,尿频伴尿急和尿痛
肾脓肿,胃区包块
低钙血症,抽搐
低钙血症,烦躁不安
低钙血症,呼吸暂停样现象
低钙血症,骨软化
低钙血症,骨痛
低钙血症,骨质疏松
低钙血症,软骨发育不良与...
低钙血症,手酸
低钙血症,睡觉时小腿抽筋
低钙血症,面部叩击征
痴呆,记忆力障碍
痴呆,抑郁
痴呆,健忘
痴呆,近事遗忘现象
痴呆,目光呆滞
痴呆,认知功能障碍
痴呆,器质性木僵
烟酸缺乏,昏迷
烟酸缺乏,腹泻
烟酸缺乏,腹痛
烟酸缺乏,齿龈肿胀
烟酸缺乏,瘙痒
烟酸缺乏,便秘
烟酸缺乏,抑郁
烟酸缺乏,忧郁
烟酸缺乏,痴呆
烟酸缺乏,幻听
睡眠障碍,病理性REM睡眠
睡眠障碍,紧张性疲劳
睡眠障碍,保持睡眠障碍性失眠
睡眠障碍,继发性失眠
睡眠障碍,梦游症
睡眠障碍,磨牙
睡眠障碍,入睡困难
睡眠障碍,睡行症
睡眠障碍,睡觉流口水
睡眠障碍,睡眠-觉醒时间...
脑脓肿,乏力
脑脓肿,恶心
脑脓肿,闫铁
脑脓肿,发绀
脑脓肿,毒血症
脑脓肿,败血症
脑脓肿,表情淡漠
脑脓肿,新生儿两眼上翻凝视
脑脓肿,新生儿中性粒细胞增多
脑膜炎,抽搐
脑膜炎,食欲不振
脑膜炎,新生儿脓漏眼
脑膜炎,脑脊液蛋白量增高
植物神经功能障碍,消化不良
植物神经功能障碍,失眠
植物神经功能障碍,灾难反应
肝豆状核变性,驻站医
肝豆状核变性,无力
肝豆状核变性,肝功能衰竭
肝豆状核变性,鼻衄
肝豆状核变性,蜘蛛痣
肝豆状核变性,肝昏迷
肝豆状核变性,注意力不集中
肝豆状核变性,肝豆状核变性
眼球突出,恶心
眼球突出,眩晕
眼球突出,耳鸣
眼球突出,结膜充血
眼球突出,复视
眼球突出,紧张
眼球突出,眼球内陷
眼球突出,视网膜静脉纡曲怒张
眼球突出,代林彦
截瘫,感觉障碍
截瘫,腱反射亢进
截瘫,运动失调
截瘫,肛管反射消失
截瘫,膝腱反射消失
脊髓梗死,肌肉萎缩
脊髓梗死,深感觉障碍
脊髓梗死,感觉性共济失调
脊髓梗死,脊髓病变
乳突炎,耳后乳突水肿
乳突炎,耳痛
乳突炎,听力下降
乳突炎,外耳道疼痛
乳突炎,耳内流脓
扭转痉挛,不自主运动
扭转痉挛,痉挛性斜颈
扭转痉挛,扭转动作
扭转痉挛,书写痉挛
扭转痉挛,口齿不清
扭转痉挛,臀肌挛缩
扭转痉挛,腿脚抽筋
血管痣,剧烈疼痛
血管痣,蜘蛛痣
血管痣,鲜红斑痣
面肌抽搐,抽搐
面肌抽搐,驻站医
面肌抽搐,耳鸣
面肌抽搐,紧张
面肌抽搐,进食流泪
面肌抽搐,口角肌肉的抽搐
面肌抽搐,痛性脸抽搐
面肌抽搐,面肌抽搐
婴儿痉挛症,智力发育迟缓
婴儿痉挛症,肌阵挛
婴儿痉挛症,点头征
婴儿痉挛症,小儿腿抽筋
婴儿痉挛症,阵挛-强直型
运动性闭经,月经稀少
运动性闭经,月经不调
运动性闭经,无月经来潮
痛经,乏力
痛经,恶心
痛经,头晕
痛经,腹泻
痛经,腹痛
痛经,下腹痛
痛经,腰酸
痛经,乳房胀痛
痛经,气滞血瘀
痛经,下腹坠痛
夜惊,驻站医
夜惊,烦躁不安
夜惊,心率增快
夜惊,幻觉
夜惊,岳淑芹
夜惊,频繁性惊醒
病理性REM睡眠,嗜睡
病理性REM睡眠,婴儿睡觉不踏实
病理性REM睡眠,睡眠麻痹
梦游症,烦躁不安
梦游症,睡眠障碍
梦游症,经常说梦话
磨牙,小儿爱咬指甲
磨牙,夜间磨牙
多汗症,盗汗
多汗症,发绀
多汗症,肌肉萎缩
多汗症,剧烈疼痛
多汗症,岳军
多汗症,类癌综合征
多汗症,面、颈部味觉性多汗
多汗症,交感神经高度紧张
多汗症,汗出如油
多汗症,多汗症
肾上腺危象,毓卓
肾上腺危象,恶心
肾上腺危象,昏迷
肾上腺危象,烦躁不安
肾上腺危象,腹痛
肾上腺危象,嗜睡
肾上腺危象,神志模糊
肾上腺危象,衣玉品
肾上腺危象,虚脱
乳头皲裂,结痂
乳头皲裂,剧痛
乳头皲裂,乳头脱皮
乳头皲裂,婴儿含吮时乳头...
角膜溃疡,结膜充血
角膜溃疡,视力障碍
角膜溃疡,流泪
角膜溃疡,眼痛
角膜溃疡,角膜上点状暗灰色混浊
角膜溃疡,角膜溃疡
雀斑,官爵银
雀斑,面部斑点
雀斑,妊娠性黄褐斑
雀斑,黑色素沉淀
雀斑,额头长痘
雀斑,颧骨斑
雀斑,妊娠斑
雀斑,脸上长斑
雀斑,雀斑
乳房疼痛,乳房胀痛
乳房疼痛,乳房肥大
乳房疼痛,乳房红肿热痛
乳房疼痛,下垂乳房
乳房疼痛,经期前乳房痛
乳房疼痛,乳房早发育
乳房疼痛,乳房或乳头未发育
乳头溢液,结节
乳头溢液,囊性肿块
乳头溢液,乳头内陷
乳头溢液,乳腺囊性增生
乳头溢液,乳腺刺痛
乳房肿块,乳房胀痛
乳房肿块,乳房红肿热痛
乳房肿块,经期前乳房痛
乳房肿块,乳房硬化
乳头内陷,乳晕深部可扪及肿块
乳头内陷,乳头发炎
库欣综合征,肌肉萎缩
库欣综合征,背痛
库欣综合征,低血钾
库欣综合征,骨质疏松
库欣综合征,闭经
库欣综合征,男性化
库欣综合征,长期使用糖皮质...
库欣综合征,多血质
溶血性贫血,驻站医
溶血性贫血,面色苍白
溶血性贫血,肝脾肿大
溶血性贫血,循环衰竭
溶血性贫血,肾功能衰竭
溶血性贫血,肢体远端出现腕垂踝垂
溶血性贫血,鼻子颜色苍白
溶血性贫血,脾功能亢进
涎瘘,代超
涎瘘,涎瘘
男性性早熟,色素斑
男性性早熟,阴道分泌物增多
男性性早熟,学习障碍
男性性早熟,男性性早熟
露阴癖,窥淫癖
露阴癖,心理性性功能障碍
露阴癖,灌肠癖
异性装扮癖,烦躁不安
异性装扮癖,对女性物品的非...
异性装扮癖,以偷窥为快感源...
异性装扮癖,异性装扮癖
脾大,败血症
脾大,腹水
脾大,黑便
脾大,斑疹
脾大,出血倾向
脾大,肝病面容
脾大,淀粉样变性
低镁血症,惊厥
低镁血症,昏迷
低镁血症,无力
低镁血症,眩晕
低镁血症,猝死
低镁血症,面部叩击征
心脏淤积淀粉样物质,心脏杂音
心脏淤积淀粉样物质,心率不齐
呼吸性酸中毒,抽搐
呼吸性酸中毒,昏迷
呼吸性酸中毒,气短
呼吸性酸中毒,驻站医
呼吸性酸中毒,呼吸衰竭
呼吸性酸中毒,嗜睡
呼吸性酸中毒,木僵
呼吸性酸中毒,代谢性酸中毒
呼吸性酸中毒,代谢性碱中毒
呼吸性酸中毒,颅内压增高
末梢神经炎,腱反射消失
末梢神经炎,腹泻
末梢神经炎,发绀
末梢神经炎,四肢湿冷
末梢神经炎,感觉过敏
末梢神经炎,深感觉障碍
末梢神经炎,跨阈步态
末梢神经炎,肌束震颤
末梢神经炎,感觉过度
湿疹,瘙痒
湿疹,脓疱
湿疹,胸部丘疹
湿疹,鳞屑
湿疹,丹毒样外观
湿疹,出血性丘疹
湿疹,妊娠时皮肤皱褶...
湿疹,婴儿热痱
脾功能亢进,头昏
脾功能亢进,心悸
脾功能亢进,硬化
脾功能亢进,肝脾肿大
脾功能亢进,血小板减少
脾功能亢进,出血倾向
脾功能亢进,粒细胞减少
脾功能亢进,脾肾阳虚
脾功能亢进,鼻子黄色或棕色
营养不良,腹泻
营养不良,消瘦
营养不良,面颊明显内陷
营养不良,面部皮肤皱纹增多
营养不良,面肌萎缩
营养不良,胚胎发育慢
血瘀体质,剧烈疼痛
血瘀体质,瘀血性痛经
贫血,恶心
贫血,气急
贫血,头晕
贫血,耳鸣
贫血,嗜睡
贫血,神志模糊
贫血,疲乏
贫血,闭经
贫血,持续性头晕
贫血,鼻子颜色苍白
膝内翻,非对称性关节痛
膝内翻,八字脚步态
膝内翻,肢体内翻
膝内翻,膝内翻
网状青斑,网状青斑
冻疮,胀感
冻疮,手冻伤
冻疮,脚冻伤
冻疮,脸冻伤
冻疮,手足多汗
冻疮,手指冻肿
冻疮,气血凝滞
冻疮,指甲冻伤
冻疮,“冻僵”现象
甲营养不良,斑秃
甲营养不良,脚趾甲内长
甲营养不良,甲营养不良
坐骨神经痛,腱反射消失
坐骨神经痛,肌张力降低
坐骨神经痛,剧烈疼痛
坐骨神经痛,持续性疼痛
坐骨神经痛,神经痛
坐骨神经痛,脊柱侧弯
坐骨神经痛,背部酸痛
坐骨神经痛,大腿以下或膝以...
坐骨神经痛,臀部闪电疼痛
坏死性筋膜炎,畏寒
坏死性筋膜炎,低血压
坏死性筋膜炎,意识障碍
坏死性筋膜炎,厌食
坏死性筋膜炎,剧烈疼痛
坏死性筋膜炎,脱水
坏死性筋膜炎,浅筋膜炎
坏死性筋膜炎,足底烧灼感
肋间神经痛,感觉过敏
肋间神经痛,神经束损伤断裂
肋间神经痛,烧灼性疼痛
肋间神经痛,肋间隙可有压痛
肋间神经痛,肋间肩胛带疼痛
肋间神经痛,胸口闪电疼痛
肋间神经痛,胸大肌痛
肋间神经痛,肋间神经痛
类风湿关节炎,胸痛
类风湿关节炎,呼吸困难
类风湿关节炎,无力
类风湿关节炎,手足麻木
类风湿关节炎,手指僵硬
类风湿关节炎,脚趾关节痛
类风湿关节炎,类风湿结节
药疹,丘疹
药疹,猩红热样皮疹
药疹,糙皮病样皮疹
胸廓畸形,肺纤维化
胸廓畸形,桶状胸
胸廓畸形,呼吸道狭窄
胸廓畸形,脓胸
胸廓畸形,液气胸
胸廓畸形,胸膜粘连
胸廓畸形,心脏扩大
胸廓畸形,肺不张
胸廓畸形,肋骨融合
传导性腹痛,胸痛
传导性腹痛,呼吸困难
传导性腹痛,腹痛
传导性腹痛,呼吸急促
传导性腹痛,孕中期腹痛
脊柱侧弯,脊柱生理弯曲消失
脊柱侧弯,脊柱退变
脊柱侧弯,脊柱后突
脊柱侧弯,脊柱和四肢畸形
脊柱侧弯,竹节脊柱
脊柱侧弯,少儿脊柱侧凸
脊柱侧弯,脊柱侧弯
缩窄性心包炎,呼吸困难
缩窄性心包炎,心源性呼吸窘迫
缩窄性心包炎,端坐呼吸
缩窄性心包炎,心血管造影见双球征
缩窄性心包炎,下肢水肿
缩窄性心包炎,颈静脉怒张
缩窄性心包炎,钙化
缩窄性心包炎,腹水
缩窄性心包炎,脾功能亢进
乳糜胸,呼吸困难
乳糜胸,乏力
乳糜胸,气急
乳糜胸,头晕
乳糜胸,脱水
乳糜胸,营养障碍
胸骨裂,呼吸困难
胸骨裂,发绀
胸骨裂,心脏畸形
胸骨裂,上腹壁的中央线缺损
胸骨裂,骨裂
腕管综合征,发绀
腕管综合征,无力
腕管综合征,拇、食、中三指...
腕管综合征,肌肉萎缩
腕管综合征,营养障碍
腕管综合征,手指发僵疼痛
腕管综合征,胳膊疼痛
腕管综合征,产后手指痛
腕管综合征,手指麻痛
腕管综合征,食指和中指僵硬痛麻
脑疝,昏迷
脑疝,驻站医
脑疝,烦躁不安
脑疝,嗜睡
脑疝,神经性呕吐
脑疝,面色潮红
脑疝,对光反应消失
脑疝,脑疝危象
脑疝,记忆受损
鳞状细胞癌,丘疹
鳞状细胞癌,结痂
鳞状细胞癌,鳞屑
鳞状细胞癌,慢性溃疡
鳞状细胞癌,表皮角化
鳞状细胞癌,鳞状上皮
鳞状细胞癌,新月状溶骨性缺损
颈椎骨折脱位,颈部疼痛
颈椎骨折脱位,颈部强硬
颈椎骨折脱位,占思乔
颈椎骨折脱位,头颈部活动受限
颈椎骨折脱位,头或颈部发胀及跳动感
颈椎骨折脱位,胸椎腰化
颈椎骨折脱位,颈椎骨折脱位
颈肩痛,上肢外展上举困难
颈肩痛,夜间肩痛
颈肩痛,阴雨天颈肩背部酸痛
颈肩痛,颈肩痛
脊柱裂,骶骨发育不良
脊柱裂,脊髓内胶质增生
脊柱裂,椎间隙变化
脊柱裂,节段性分离性感觉障碍
口唇疱疹,口唇潮红
口唇疱疹,口唇周围麻木感刺痛
口唇疱疹,口角和鼻周出现...
口唇疱疹,口腔起泡
口唇疱疹,手足长水泡
脑脊液鼻漏,口鼻血性分泌物
脑脊液鼻漏,鼻溢液
嗅觉障碍,闫鹏辉
嗅觉障碍,嗅觉丧失
嗅觉障碍,嗅觉过敏
嗅觉障碍,嗅觉倒错
偏瘫,要利琴
偏瘫,脑干梗塞
偏瘫,腹壁反射减弱或消失
偏瘫,口角下垂
偏瘫,口角歪斜，无法说话
偏瘫,下肢中枢性瘫痪
偏瘫,手指歪斜
偏瘫,痉挛性偏瘫步态
偏瘫,骶骨裂
偏瘫,下肢拖曳步态
胆囊结石,腹痛
胆囊结石,囊肿
胆囊结石,胆道运动功能障碍
胆囊结石,胆绞痛
胆囊结石,胆囊积水
胆囊结石,胆囊运动障碍
胆囊结石,胆红素钙结石
胆囊结石,胆总管结石
胆囊结石,肝内胆管结石
胆总管结石,驻站医
胆总管结石,腹痛
胆总管结石,肝脏肿大
胆总管结石,胆绞痛
胆总管结石,腹肌强直
胆总管结石,胆红素钙结石
胆总管结石,肝内胆管结石
胆总管结石,胆总管结石
前列腺钙化,遗尿
前列腺钙化,排尿障碍
前列腺钙化,排尿不畅
前列腺钙化,小便不易排空
精索静脉曲张,血尿
精索静脉曲张,腹痛
精索静脉曲张,下腹部钝痛和酸胀感
精索静脉曲张,胀感
精索静脉曲张,男性不育
精索静脉曲张,精索增粗肿胀
精索静脉曲张,精子质量差
精索静脉曲张,精液发黄
精索静脉曲张,精索静脉曲张
尿道结石,血尿
尿道结石,尿急
尿道结石,尿道弥漫性浸润
尿道结石,男性小便刺痛
尿道结石,排尿异物感
尿道结石,泌尿道阻塞
尿道结石,尿道变粗变硬
尿道结石,尿流呈波动状
尿道结石,尿潴留
尿道结石,泌尿道狭窄
尿瘘,尿频
尿瘘,尿痛
尿瘘,尿急
尿瘘,尿失禁
遗精,头昏
遗精,耳鸣
遗精,心悸
遗精,失眠
遗精,精神萎靡
遗精,健忘
遗精,腰酸
大便失禁,肛门畸形
大便失禁,肛门括约肌松弛
大便失禁,肛门松弛
大便失禁,肛周皮肤有湿疹
大便失禁,骶部可有皮赘，...
大便失禁,恶臭便
老年大便失禁,便秘
老年大便失禁,肛门括约肌松弛
老年大便失禁,肛门松弛
老年大便失禁,湿疹
老年大便失禁,大便失禁
老年大便失禁,肛门会阴区潮湿不洁
老年大便失禁,肛管反射消失
老年大便失禁,直肠脱垂
老年大便失禁,控制能力丧失
老年大便失禁,大便呈褐色
盲肠阿米巴肉芽肿,持续性发热
盲肠阿米巴肉芽肿,消瘦
盲肠阿米巴肉芽肿,右下腹痛
盲肠阿米巴肉芽肿,肠鸣
盲肠阿米巴肉芽肿,阵发性腹痛
盲肠阿米巴肉芽肿,右下腹痛伴呕吐
痔核,发炎
痔核,便秘
痔核,便血
痔核,肠蠕动减慢
痔核,肛门疼痛
扁平足,驻站医
扁平足,疲劳
扁平足,腰背痛
扁平足,足部肿胀压痛
扁平足,八字脚步态
扁平足,足掌痛
扁平足,膝关节疼痛
扁平足,足底和足背浮肿
扁平足,足底凸起
耳硬化症,眩晕
耳硬化症,耳鸣
耳硬化症,耳聋
肘关节脱位,肘外侧夜间痛
肘关节脱位,肘关节畸形
肘关节脱位,肘关节伸直位内...
肘关节脱位,神经伤
肘关节脱位,肘关节脱位
肢骨纹状肥大,钝痛
肢骨纹状肥大,四肢发冷
肢骨纹状肥大,肩关节活动受限
肢骨纹状肥大,缺氧缺血性神经损伤
肢骨纹状肥大,足外翻
肢骨纹状肥大,髓质增生
粉碎性骨折,代超
粉碎性骨折,持续性疼痛
粉碎性骨折,粉碎性骨折
骨囊肿,儿童反复骨折
骨囊肿,肌腱囊肿
骨囊肿,颈背疼痛
骨囊肿,骨囊肿
髋关节脱位,大腿以下或膝以...
髋关节脱位,髋外侧肿胀压痛
髋关节脱位,大转子叩痛
髋关节脱位,髋部酸胀不适
髋关节脱位,髋外侧可见皮下瘀血斑
斜视,视力常呈雾状模糊感
斜视,斜眼抑制
斜视,XV-现象
斜视,XA-现象
斜视,外斜A征
斜视,内斜V征
斜视,眼疲劳
传导性耳聋,耳聋
传导性耳聋,听力减退
传导性耳聋,听力下降
传导性耳聋,中枢性耳聋
传导性耳聋,传导性耳聋
鸡眼,剧痛
鸡眼,局部压痛
鸡眼,臭汗
鸡眼,手足多汗
痉挛性斜颈,驻站医
痉挛性斜颈,肌痛
痉挛性斜颈,紧张
痉挛性斜颈,震颤
痉挛性斜颈,吞咽障碍
痉挛性斜颈,阵挛
痉挛性斜颈,颈背部肌肉痉挛
痉挛性斜颈,书写痉挛
痉挛性斜颈,头部偏向一侧做...
痉挛性斜颈,椎动脉迂曲痉挛
前列腺结石,驻站医
前列腺结石,脓肿
前列腺结石,结节
前列腺结石,尿血
前列腺结石,尿痛
前列腺结石,尿隐血
前列腺结石,腹痛伴血尿
前列腺结石,男性小腹痛
前列腺结石,前列腺结石
足外翻,肌肉跳动
足外翻,脚后跟长骨刺
足外翻,下肢神经性疼痛
脊髓半切综合征,闫铁
脊髓半切综合征,深感觉障碍
脊髓半切综合征,头颈部活动受限
锥体外系损害,肌性肌无力
锥体外系损害,咽部肌肉运动障碍
书写痉挛,无力
书写痉挛,疲劳
书写痉挛,腕部疼痛
书写痉挛,电脑失写症
书写痉挛,手部震颤
书写痉挛,书写痉挛
脊髓性肌萎缩,感觉障碍
脊髓性肌萎缩,腱反射消失
脊髓性肌萎缩,无力
脊髓性肌萎缩,吞咽困难
脊髓性肌萎缩,舌肌萎缩
脊髓性肌萎缩,肌肉假肥大
脊髓性肌萎缩,肌肉的失用性萎缩
脊髓性肌萎缩,脊髓性肌萎缩
棘突压痛,肌肉拉伤
棘突压痛,韧带拉伤
棘突压痛,棘突压痛
指节垫,足趾屈曲挛缩
发育性骨盆异常,骨盆损伤
发育性骨盆异常,骨产道异常
发育性骨盆异常,偏斜骨盆
发育性骨盆异常,男型骨盆
发育性骨盆异常,狭窄骨盆
病理性神经损伤,颅神经麻痹
病理性神经损伤,神经根损伤
病理性神经损伤,自主神经危象
肘管综合征,无力
肘管综合征,上肢麻木
肘管综合征,神经疼痛
气压伤,昏迷
气压伤,耳鸣
气压伤,内出血
气压伤,衣玉品
气压伤,瘀斑
气压伤,软组织肿胀
气压伤,耳鼓膜穿孔
鼻中隔穿孔,鼻塞
鼻中隔穿孔,鼻衄
鼻中隔穿孔,鼻出血
鼻中隔穿孔,鼻中隔穿孔
头皮血肿,驻站医
头皮血肿,软组织肿胀
头皮撕脱伤,休克
头皮撕脱伤,头皮撕裂伤
头皮撕脱伤,头皮不规则裂口
头皮撕脱伤,头皮撕脱伤
烫伤,烫伤起泡
丹毒,低热
丹毒,恶心
丹毒,败血症
丹毒,腹膜炎
丹毒,涂锐
丹毒,恶寒
丹毒,坏死性筋膜炎
丹毒,丹毒样外观
丹毒,丹毒
淀粉样变性,蛋白尿
淀粉样变性,传导阻滞
淀粉样变性,出血倾向
淀粉样变性,肝功能不全
淀粉样变性,喉弥漫性黏膜肥...
淀粉样变性,淀粉样变性
甲状腺结节,呼吸困难
甲状腺结节,面色青紫
甲状腺结节,声音嘶哑
甲状腺结节,窒息
甲状腺结节,结节
甲状腺结节,甲状腺扪及光滑...
甲状腺结节,喉结下方有肿块
甲状腺结节,分娩后甲状腺肿大
甲状腺结节,声带麻痹
绝经,乏力
绝经,头晕
绝经,心悸
绝经,失眠
绝经,抑郁
绝经,注意力不集中
绝经,情绪起伏大
绝经,停经
绝经,阴道不规则出血
子痫,胸闷
子痫,头晕
子痫,昏迷
子痫,腹痛
子痫,窒息
子痫,妊高征
子痫,阵挛
子痫,尿蛋白
子痫,面部肌肉痉挛
子痫,子痫症状
视网膜脱离,视力障碍
视网膜脱离,色素斑
视网膜脱离,视野缺损
视网膜脱离,视物变形
视网膜脱离,葡萄膜炎
视网膜脱离,眼前黑影
外阴痛,疱疹
外阴痛,钝痛
外阴痛,感觉过敏
外阴痛,神经痛
外阴痛,舌痛
外阴痛,莦锵新
外阴痛,外阴痛
外阴溃疡,丘疹
外阴溃疡,肉芽肿
外阴溃疡,剧痛
外阴溃疡,脓性分泌物
外阴溃疡,脓疱
外阴溃疡,尿急
外阴溃疡,郅书芬
外阴溃疡,会阴溃疡
月经量少,心悸伴乏力、面色苍白
月经量少,尿频
月经量少,腰膝酸软
阴道横隔,性交困难
阴道横隔,阴道闭锁
阴道横隔,励银智
阴道横隔,阴道横隔
先天性无阴道,驻站医
先天性无阴道,腹痛
先天性无阴道,闭经
先天性无阴道,性交困难
慢性盆腔疼痛,腹痛
慢性盆腔疼痛,失眠
慢性盆腔疼痛,钝痛
慢性盆腔疼痛,剧烈疼痛
慢性盆腔疼痛,子宫内膜异位
慢性盆腔疼痛,来鑫
急性宫颈炎,驻站医
急性宫颈炎,脓性分泌物
急性宫颈炎,尿频
急性宫颈炎,尿痛
急性宫颈炎,膀胱刺激征
急性宫颈炎,腰酸
急性宫颈炎,阴道分泌物增多
急性宫颈炎,带血性分泌物
急性宫颈炎,反应性细胞改变
急性宫颈炎,急性宫颈炎
性交疼痛,驻站医
性交疼痛,瘙痒
性交疼痛,疱疹
性交疼痛,紧张
性交疼痛,囊肿
性交疼痛,尿频
性交疼痛,尿痛
性交疼痛,绝经
性交疼痛,子宫内膜异位
性交疼痛,湿疣
原发性痛经,乏力
原发性痛经,头晕
原发性痛经,腹泻
原发性痛经,腹痛
原发性痛经,痛经
原发性痛经,经期小腹坠痛
原发性痛经,经期前后小腹坠痛
原发性痛经,经前综合症
原发性痛经,继发性痛经
原发性痛经,经期头痛
输卵管粘连,驻站医
输卵管粘连,下腹疼痛
输卵管粘连,月经周期改变
输卵管粘连,性交疼痛
输卵管粘连,月经血块过多
输卵管粘连,女性不孕
卵巢囊肿,腹痛
卵巢囊肿,胸腔积液
卵巢囊肿,消瘦
卵巢囊肿,下肢水肿
卵巢囊肿,腹水
卵巢囊肿,胃肠道症状
卵巢囊肿,腹部肿块
卵巢囊肿,滤泡增大
卵巢囊肿,卵巢性闭经
卵巢囊肿,卵巢增大
卵泡囊肿,性早熟
卵泡囊肿,绝经后出血
卵泡囊肿,卵泡囊肿
外阴瘙痒,瘙痒
外阴瘙痒,外阴痛
外阴瘙痒,会阴痒
外阴瘙痒,会阴溃疡
子宫内膜异位,下腹疼痛
子宫内膜异位,痛经
子宫内膜异位,性交疼痛
子宫内膜异位,女性不孕
月经不调,月经量多
月经不调,月经周期改变
月经不调,经期小腹坠痛
月经不调,经期提前
月经不调,经期前后小腹坠痛
月经不调,经期推迟
月经不调,月经发黑
月经不调,经期延长
月经不调,月经血块过多
月经不调,撤退性出血
胎儿窘迫,胎粪污染
胎儿窘迫,妊高征
胎儿窘迫,肛门括约肌松弛
胎儿窘迫,胎动过频
胎儿窘迫,胚胎发育供血不足
胎儿窘迫,商艳红
胎儿窘迫,脐带过短
胎膜早破,妊娠时伴有腹痛...
胎膜早破,妊娠晚期或临产...
胎膜早破,深痱
胎膜早破,假临产
胎膜早破,难免早产
胎膜早破,胎位不正
胎膜早破,胎膜早破
低颅压综合征,抽搐
低颅压综合征,眩晕
低颅压综合征,耳鸣
低颅压综合征,恶心与呕吐
低颅压综合征,精神障碍
低颅压综合征,肌肉压痛
低颅压综合征,颈强直
脑血管痉挛,头晕
脑血管痉挛,头痛并呕吐
脑血管痉挛,仝超
脑血管痉挛,慢性头痛
脑血管痉挛,脑痉挛
脑血管痉挛,血管痉挛
品行障碍,抑郁
品行障碍,冲动毁物
品行障碍,猥亵行为
抽动障碍,学习障碍
抽动障碍,学习困难
抽动障碍,攻击行为
抽动障碍,喜讲秽语
抽动障碍,喃喃重复自语
抽动障碍,模仿言语
抽动障碍,抽动障碍
孤独症,记忆力障碍
孤独症,儿童行为孤僻
孤独症,语言发育迟缓
孤独症,自我残伤行为
遗传性肥胖,动脉粥样硬化
遗传性肥胖,糖尿
遗传性肥胖,闭经
遗传性肥胖,男性型肥胖
遗传性肥胖,继发性肥胖
牙列拥挤,牙痛
牙列拥挤,锁合畸形
牙列拥挤,牙齿数目过剩
牙列拥挤,口腔唇系带粗大
牙列拥挤,牙齿拥挤错位排列不齐
牙列拥挤,牙列拥挤
